query,description,tables,joins,tables_parsed,joins_parsed
"SELECT t1.product_id, t1.stock_level, t1.warehouse_id, MIN(t2.city) as min_city FROM project.dataset.inventory t1 RIGHT JOIN project.dataset.suppliers t2 ON t1.product_id = t2.supplier_id GROUP BY t1.product_id, t1.stock_level, t1.warehouse_id ORDER BY min_city ASC;","This SQL query selects product_id, stock_level, warehouse_id from the inventory table and computes the min of city from the suppliers table as min_city. It performs a right join join between the inventory and suppliers tables on the relevant fields, groups the results by the selected columns, and orders the results by min_city in asc order.","['`project.dataset.inventory`', '`project.dataset.suppliers`']","[{""left_table"": ""project.dataset.inventory"", ""left_column"": ""product_id"", ""right_table"": ""project.dataset.suppliers"", ""right_column"": ""supplier_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition""}]","[""inventory"", ""suppliers""]","[{""left_table"": ""inventory"", ""right_table"": ""suppliers"", ""left_column"": ""product_id"", ""right_column"": ""supplier_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.sale_id, t1.quantity, t1.price, MAX(t2.movement_type) as max_movement_type FROM project.dataset.sales t1 INNER JOIN project.dataset.inventory_movements t2 ON t1.product_id = t2.inventory_id GROUP BY t1.sale_id, t1.quantity, t1.price ORDER BY t1.quantity DESC;","This SQL query selects sale_id, quantity, price from the sales table and computes the max of movement_type from the inventory_movements table as max_movement_type. It performs a inner join join between the sales and inventory_movements tables on the relevant fields, groups the results by the selected columns, and orders the results by quantity in desc order.","['`project.dataset.sales`', '`project.dataset.inventory_movements`']","[{""left_table"": ""project.dataset.sales"", ""left_column"": ""product_id"", ""right_table"": ""project.dataset.inventory_movements"", ""right_column"": ""inventory_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition""}]","[""sales"", ""inventory_movements""]","[{""left_table"": ""sales"", ""right_table"": ""inventory_movements"", ""left_column"": ""product_id"", ""right_column"": ""inventory_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.payment_id, t1.amount, t1.order_id, SUM(t2.movement_date) as sum_movement_date FROM project.dataset.payments t1 LEFT JOIN project.dataset.inventory_movements t2 ON t1.order_id = t2.movement_id GROUP BY t1.payment_id, t1.amount, t1.order_id ORDER BY sum_movement_date DESC;","This SQL query selects payment_id, amount, order_id from the payments table and computes the sum of movement_date from the inventory_movements table as sum_movement_date. It performs a left join join between the payments and inventory_movements tables on the relevant fields, groups the results by the selected columns, and orders the results by sum_movement_date in desc order.","['`project.dataset.payments`', '`project.dataset.inventory_movements`']","[{""left_table"": ""project.dataset.payments"", ""left_column"": ""order_id"", ""right_table"": ""project.dataset.inventory_movements"", ""right_column"": ""movement_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition""}]","[""payments"", ""inventory_movements""]","[{""left_table"": ""payments"", ""right_table"": ""inventory_movements"", ""left_column"": ""order_id"", ""right_column"": ""movement_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.sale_date, t1.price, COUNT(t2.payment_date) as count_payment_date FROM project.dataset.sales t1 INNER JOIN project.dataset.payments t2 ON t1.product_id = t2.order_id GROUP BY t1.sale_date, t1.price ORDER BY count_payment_date DESC;","This SQL query selects sale_date, price from the sales table and computes the count of payment_date from the payments table as count_payment_date. It performs a inner join join between the sales and payments tables on the relevant fields, groups the results by the selected columns, and orders the results by count_payment_date in desc order.","['`project.dataset.sales`', '`project.dataset.payments`']","[{""left_table"": ""project.dataset.sales"", ""left_column"": ""product_id"", ""right_table"": ""project.dataset.payments"", ""right_column"": ""order_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition""}]","[""sales"", ""payments""]","[{""left_table"": ""sales"", ""right_table"": ""payments"", ""left_column"": ""product_id"", ""right_column"": ""order_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.tracking_number, t1.order_id, MIN(t2.movement_date) as min_movement_date FROM project.dataset.shipments t1 LEFT JOIN project.dataset.inventory_movements t2 ON t1.order_id = t2.movement_id GROUP BY t1.tracking_number, t1.order_id ORDER BY min_movement_date DESC;","This SQL query selects tracking_number, order_id from the shipments table and computes the min of movement_date from the inventory_movements table as min_movement_date. It performs a left join join between the shipments and inventory_movements tables on the relevant fields, groups the results by the selected columns, and orders the results by min_movement_date in desc order.","['`project.dataset.shipments`', '`project.dataset.inventory_movements`']","[{""left_table"": ""project.dataset.shipments"", ""left_column"": ""order_id"", ""right_table"": ""project.dataset.inventory_movements"", ""right_column"": ""movement_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition""}]","[""shipments"", ""inventory_movements""]","[{""left_table"": ""shipments"", ""right_table"": ""inventory_movements"", ""left_column"": ""order_id"", ""right_column"": ""movement_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.amount, t1.payment_method, MIN(t2.carrier) as min_carrier FROM project.dataset.payments t1 RIGHT JOIN project.dataset.shipments t2 ON t1.order_id = t2.order_id GROUP BY t1.amount, t1.payment_method ORDER BY min_carrier ASC;","This SQL query selects amount, payment_method from the payments table and computes the min of carrier from the shipments table as min_carrier. It performs a right join join between the payments and shipments tables on the relevant fields, groups the results by the selected columns, and orders the results by min_carrier in asc order.","['`project.dataset.payments`', '`project.dataset.shipments`']","[{""left_table"": ""project.dataset.payments"", ""left_column"": ""order_id"", ""right_table"": ""project.dataset.shipments"", ""right_column"": ""order_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition""}]","[""payments"", ""shipments""]","[{""left_table"": ""payments"", ""right_table"": ""shipments"", ""left_column"": ""order_id"", ""right_column"": ""order_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.amount, t1.payment_id, t1.order_id, MAX(t2.description) as max_description FROM project.dataset.payments t1 RIGHT JOIN project.dataset.categories t2 ON t1.payment_id = t2.category_id GROUP BY t1.amount, t1.payment_id, t1.order_id ORDER BY t1.order_id DESC;","This SQL query selects amount, payment_id, order_id from the payments table and computes the max of description from the categories table as max_description. It performs a right join join between the payments and categories tables on the relevant fields, groups the results by the selected columns, and orders the results by order_id in desc order.","['`project.dataset.payments`', '`project.dataset.categories`']","[{""left_table"": ""project.dataset.payments"", ""left_column"": ""payment_id"", ""right_table"": ""project.dataset.categories"", ""right_column"": ""category_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition""}]","[""payments"", ""categories""]","[{""left_table"": ""payments"", ""right_table"": ""categories"", ""left_column"": ""payment_id"", ""right_column"": ""category_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.last_name, t1.department_id, t1.hire_date, COUNT(*) as count_stock_level FROM project.dataset.employees t1 RIGHT JOIN project.dataset.inventory t2 ON t1.department_id = t2.inventory_id GROUP BY t1.last_name, t1.department_id, t1.hire_date ORDER BY t1.hire_date DESC;","This SQL query selects last_name, department_id, hire_date from the employees table and computes the aggregate of all rows from the inventory table as None. It performs a right join join between the employees and inventory tables on the relevant fields, groups the results by the selected columns, and orders the results by hire_date in desc order.","['`project.dataset.employees`', '`project.dataset.inventory`']","[{""left_table"": ""project.dataset.employees"", ""left_column"": ""department_id"", ""right_table"": ""project.dataset.inventory"", ""right_column"": ""inventory_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition""}]","[""employees"", ""inventory""]","[{""left_table"": ""employees"", ""right_table"": ""inventory"", ""left_column"": ""department_id"", ""right_column"": ""inventory_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.supplier_name, t1.state, SUM(t2.department_name) as sum_department_name FROM project.dataset.suppliers t1 INNER JOIN project.dataset.departments t2 ON t1.supplier_id = t2.location_id GROUP BY t1.supplier_name, t1.state ORDER BY sum_department_name ASC;","This SQL query selects supplier_name, state from the suppliers table and computes the sum of department_name from the departments table as sum_department_name. It performs a inner join join between the suppliers and departments tables on the relevant fields, groups the results by the selected columns, and orders the results by sum_department_name in asc order.","['`project.dataset.suppliers`', '`project.dataset.departments`']","[{""left_table"": ""project.dataset.suppliers"", ""left_column"": ""supplier_id"", ""right_table"": ""project.dataset.departments"", ""right_column"": ""location_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition""}]","[""suppliers"", ""departments""]","[{""left_table"": ""suppliers"", ""right_table"": ""departments"", ""left_column"": ""supplier_id"", ""right_column"": ""location_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.status, t1.amount, COUNT(t2.return_date) as count_return_date FROM project.dataset.orders t1 INNER JOIN project.dataset.return_orders t2 ON t1.order_id = t2.order_id GROUP BY t1.status, t1.amount ORDER BY count_return_date DESC;","This SQL query selects status, amount from the orders table and computes the count of return_date from the return_orders table as count_return_date. It performs a inner join join between the orders and return_orders tables on the relevant fields, groups the results by the selected columns, and orders the results by count_return_date in desc order.","['`project.dataset.orders`', '`project.dataset.return_orders`']","[{""left_table"": ""project.dataset.orders"", ""left_column"": ""order_id"", ""right_table"": ""project.dataset.return_orders"", ""right_column"": ""order_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition""}]","[""orders"", ""return_orders""]","[{""left_table"": ""orders"", ""right_table"": ""return_orders"", ""left_column"": ""order_id"", ""right_column"": ""order_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.state, t1.zip_code, AVG(t2.carrier) as avg_carrier FROM project.dataset.locations t1 RIGHT JOIN project.dataset.shipments t2 ON t1.location_id = t2.order_id GROUP BY t1.state, t1.zip_code ORDER BY t1.zip_code DESC;","This SQL query selects state, zip_code from the locations table and computes the avg of carrier from the shipments table as avg_carrier. It performs a right join join between the locations and shipments tables on the relevant fields, groups the results by the selected columns, and orders the results by zip_code in desc order.","['`project.dataset.locations`', '`project.dataset.shipments`']","[{""left_table"": ""project.dataset.locations"", ""left_column"": ""location_id"", ""right_table"": ""project.dataset.shipments"", ""right_column"": ""order_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition""}]","[""locations"", ""shipments""]","[{""left_table"": ""locations"", ""right_table"": ""shipments"", ""left_column"": ""location_id"", ""right_column"": ""order_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.category_name, t1.description, MAX(t2.unit_price) as max_unit_price FROM project.dataset.categories t1 INNER JOIN project.dataset.products t2 ON t1.category_id = t2.category_id GROUP BY t1.category_name, t1.description ORDER BY t1.description DESC;","This SQL query selects category_name, description from the categories table and computes the max of unit_price from the products table as max_unit_price. It performs a inner join join between the categories and products tables on the relevant fields, groups the results by the selected columns, and orders the results by description in desc order.","['`project.dataset.categories`', '`project.dataset.products`']","[{""left_table"": ""project.dataset.categories"", ""left_column"": ""category_id"", ""right_table"": ""project.dataset.products"", ""right_column"": ""category_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition""}]","[""categories"", ""products""]","[{""left_table"": ""categories"", ""right_table"": ""products"", ""left_column"": ""category_id"", ""right_column"": ""category_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.category_id, t1.stock, AVG(t2.return_date) as avg_return_date FROM project.dataset.products t1 LEFT JOIN project.dataset.return_orders t2 ON t1.product_id = t2.order_id GROUP BY t1.category_id, t1.stock ORDER BY avg_return_date DESC;","This SQL query selects category_id, stock from the products table and computes the avg of return_date from the return_orders table as avg_return_date. It performs a left join join between the products and return_orders tables on the relevant fields, groups the results by the selected columns, and orders the results by avg_return_date in desc order.","['`project.dataset.products`', '`project.dataset.return_orders`']","[{""left_table"": ""project.dataset.products"", ""left_column"": ""product_id"", ""right_table"": ""project.dataset.return_orders"", ""right_column"": ""order_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition""}]","[""products"", ""return_orders""]","[{""left_table"": ""products"", ""right_table"": ""return_orders"", ""left_column"": ""product_id"", ""right_column"": ""order_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.order_id, t1.payment_date, t1.amount, MAX(t2.status) as max_status FROM project.dataset.payments t1 RIGHT JOIN project.dataset.return_orders t2 ON t1.order_id = t2.order_id GROUP BY t1.order_id, t1.payment_date, t1.amount ORDER BY max_status DESC;","This SQL query selects order_id, payment_date, amount from the payments table and computes the max of status from the return_orders table as max_status. It performs a right join join between the payments and return_orders tables on the relevant fields, groups the results by the selected columns, and orders the results by max_status in desc order.","['`project.dataset.payments`', '`project.dataset.return_orders`']","[{""left_table"": ""project.dataset.payments"", ""left_column"": ""order_id"", ""right_table"": ""project.dataset.return_orders"", ""right_column"": ""order_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition""}]","[""payments"", ""return_orders""]","[{""left_table"": ""payments"", ""right_table"": ""return_orders"", ""left_column"": ""order_id"", ""right_column"": ""order_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.status, t1.customer_id, MIN(t2.stock_level) as min_stock_level FROM project.dataset.orders t1 LEFT JOIN project.dataset.inventory t2 ON t1.customer_id = t2.warehouse_id GROUP BY t1.status, t1.customer_id ORDER BY min_stock_level DESC;","This SQL query selects status, customer_id from the orders table and computes the min of stock_level from the inventory table as min_stock_level. It performs a left join join between the orders and inventory tables on the relevant fields, groups the results by the selected columns, and orders the results by min_stock_level in desc order.","['`project.dataset.orders`', '`project.dataset.inventory`']","[{""left_table"": ""project.dataset.orders"", ""left_column"": ""customer_id"", ""right_table"": ""project.dataset.inventory"", ""right_column"": ""warehouse_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition""}]","[""orders"", ""inventory""]","[{""left_table"": ""orders"", ""right_table"": ""inventory"", ""left_column"": ""customer_id"", ""right_column"": ""warehouse_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.quantity, t1.product_id, AVG(t2.refund_amount) as avg_refund_amount FROM project.dataset.order_details t1 RIGHT JOIN project.dataset.return_orders t2 ON t1.order_id = t2.order_id GROUP BY t1.quantity, t1.product_id ORDER BY avg_refund_amount ASC;","This SQL query selects quantity, product_id from the order_details table and computes the avg of refund_amount from the return_orders table as avg_refund_amount. It performs a right join join between the order_details and return_orders tables on the relevant fields, groups the results by the selected columns, and orders the results by avg_refund_amount in asc order.","['`project.dataset.order_details`', '`project.dataset.return_orders`']","[{""left_table"": ""project.dataset.order_details"", ""left_column"": ""order_id"", ""right_table"": ""project.dataset.return_orders"", ""right_column"": ""order_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition""}]","[""order_details"", ""return_orders""]","[{""left_table"": ""order_details"", ""right_table"": ""return_orders"", ""left_column"": ""order_id"", ""right_column"": ""order_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.sale_id, t1.product_id, t1.quantity, AVG(t2.preferred_contact_method) as avg_preferred_contact_method FROM project.dataset.sales t1 INNER JOIN project.dataset.customer_contacts t2 ON t1.product_id = t2.contact_id GROUP BY t1.sale_id, t1.product_id, t1.quantity ORDER BY avg_preferred_contact_method DESC;","This SQL query selects sale_id, product_id, quantity from the sales table and computes the avg of preferred_contact_method from the customer_contacts table as avg_preferred_contact_method. It performs a inner join join between the sales and customer_contacts tables on the relevant fields, groups the results by the selected columns, and orders the results by avg_preferred_contact_method in desc order.","['`project.dataset.sales`', '`project.dataset.customer_contacts`']","[{""left_table"": ""project.dataset.sales"", ""left_column"": ""product_id"", ""right_table"": ""project.dataset.customer_contacts"", ""right_column"": ""contact_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition""}]","[""sales"", ""customer_contacts""]","[{""left_table"": ""sales"", ""right_table"": ""customer_contacts"", ""left_column"": ""product_id"", ""right_column"": ""contact_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
